00_00_0#1_29_29	(3591)
00_00_12#2_17_17	(2308)
00_00_12#2_10_10	(964)
00_00_12#2_6_6	(4280)
00_00_12#3_2_2	(2276)
00_00_12#4_39_39	(304)
00_00_12#4_24_24	(2558)
00_00_12#4_4_4	(395)
00_00_12#5_43_43	(580)
00_00_12#5_38_38	(3213)
00_00_12#5_31_31	(4070)
00_00_12#5_24_24	(1491)
00_00_12#5_8_8	(1570)
00_00_12#5_4_4	(3810)
00_00_12#5_3_3	(2912)
00_00_12#6_16_16	(2254)
00_00_12#6_11_11	(1586)
00_00_12#6_8_8	(936)
00_00_12#7_41_41	(win)
00_00_12#7_31_31	(election)
00_00_12#8_27_27	(4368)
00_00_12#8_24_24	(2705)
00_00_12#8_4_4	(4455)
00_00_12#9_25_25	(2328)
00_00_12#9_22_22	(1571)
00_00_12#9_18_18	(2815)
00_00_12#9_7_7	(1221)
00_00_12#10_24_24	(305)
00_00_12#10_19_19	(283)
00_00_12#10_13_13	(3389)
00_00_12#11_9_9	(win)
00_00_12#11_5_5	(578)
00_00_120#1_16_16	(578)
00_00_120#2_40_40	(3317)
00_00_120#2_10_10	(war)
00_00_120#2_3_3	(1682)
00_00_120#3_8_8	(2588)
00_00_120#4_15_15	(479)
00_00_120#4_10_10	(2501)
00_00_120#4_0_0	(526)
00_00_120#5_4_4	(1489)
00_00_120#6_41_41	(330)
00_00_120#6_27_27	(1599)
00_00_120#6_23_23	(394)
00_00_120#6_14_14	(962)
00_00_120#6_1_1	(3013)
00_00_120#8_41_41	(1599)
00_00_120#8_34_34	(1383)
00_00_120#8_23_23	(394)
00_00_120#8_7_7	(2852)
00_00_120#9_12_12	(1133)
00_00_120#9_4_4	(3320)
00_00_120#10_17_17	(vote)
00_00_120#10_14_14	(1458)
00_00_120#10_10_10	(protest)
00_00_120#10_3_3	(3069)
00_00_120#11_12_12	(2339)
00_00_120#12_5_5	(2904)
00_00_120#13_31_31	(2663)
00_00_120#13_21_21	(3325)
00_00_120#13_10_10	(vote)
00_00_120#14_4_4	(610)
00_00_120#15_16_16	(1110)
00_00_120#16_32_32	(1735)
00_00_120#16_30_30	(1368)
00_00_120#16_19_19	(602)
00_00_120#16_5_5	(166)
00_00_120#16_3_3	(772)
00_00_120#17_10_10	(protest)
00_00_120#17_3_3	(3463)
00_00_120#18_15_15	(772)
00_00_120#18_8_8	(772)
00_00_120#18_6_6	(1461)
00_00_120#19_48_48	(1947)
00_00_120#19_41_41	(3050)
00_00_120#19_34_34	(610)
00_00_120#19_27_27	(1849)
00_00_120#19_26_26	(2122)
00_00_120#19_18_18	(741)
00_00_120#19_16_16	(2911)
00_00_120#19_10_10	(election)
00_00_120#20_30_30	(964)
00_00_120#20_25_25	(718)
00_00_120#20_7_7	(2248)
00_00_120#20_2_2	(1689)
00_00_121#1_34_34	(protest)
00_00_121#1_30_30	(2486)
00_00_121#1_23_23	(236)
00_00_121#1_19_19	(1106)
00_00_121#1_14_14	(election)
00_00_121#1_7_7	(3190)
00_00_121#1_5_5	(3815)
00_00_121#2_42_42	(609)
00_00_121#2_33_33	(protest)
00_00_121#2_20_20	(80)
00_00_121#2_11_11	(576)
00_00_121#3_45_45	(330)
00_00_121#3_38_38	(3606)
00_00_121#3_26_26	(protest)
00_00_121#3_22_22	(war)
00_00_121#3_11_11	(1682)
00_00_121#3_4_4	(167)
00_00_121#4_14_14	(3828)
00_00_121#4_8_8	(395)
00_00_121#5_31_31	(protest)
00_00_121#6_9_9	(2824)
00_00_121#7_11_11	(election)
00_00_121#8_30_30	(protest)
00_00_121#8_12_12	(vote)
00_00_121#8_1_1	(610)
00_00_121#12_24_24	(3843)
00_00_121#12_21_21	(3812)
00_00_121#12_12_12	(win)
00_00_121#12_10_10	(604)
00_00_121#12_3_3	(1503)
00_00_121#14_15_15	(1765)
00_00_122#1_54_54	(2722)
00_00_122#1_51_51	(1670)
00_00_122#1_38_38	(1690)
00_00_122#1_19_19	(1842)
00_00_122#1_13_13	(831)
00_00_122#1_11_11	(4645)
00_00_122#2_30_30	(2709)
00_00_122#2_26_26	(421)
00_00_122#2_19_19	(4647)
00_00_122#2_17_17	(168)
00_00_122#2_11_11	(1196)
00_00_122#2_7_7	(-1)
00_00_122#2_5_5	(-1)
00_00_122#2_2_2	(2722)
00_00_122#3_60_60	(1959)
00_00_122#3_57_57	(-1)
00_00_122#3_55_55	(4540)
00_00_122#3_36_36	(3816)
00_00_122#3_35_35	(2005)
00_00_122#3_33_33	(-1)
00_00_122#3_28_28	(1116)
00_00_122#3_27_27	(1702)
00_00_122#3_21_21	(3223)
00_00_122#5_63_63	(1093)
00_00_122#5_61_61	(2061)
00_00_122#5_50_50	(1842)
00_00_122#5_42_42	(1467)
00_00_122#5_10_10	(1891)
00_00_122#5_1_1	(1055)
00_00_122#6_26_26	(4642)
00_00_122#6_23_23	(1094)
00_00_122#6_15_15	(4404)
00_00_122#7_17_17	(1221)
00_00_122#8_14_14	(-1)
00_00_122#8_12_12	(3034)
00_00_122#8_2_2	(-1)
00_00_122#8_1_1	(1842)
00_00_123#1_52_52	(-1)
00_00_123#1_34_34	(1842)
00_00_123#1_26_26	(3466)
00_00_123#1_5_5	(1842)
00_00_123#2_10_10	(-1)
00_00_123#2_3_3	(-1)
00_00_123#3_11_11	(740)
00_00_123#3_4_4	(954)
00_00_123#4_48_48	(4636)
00_00_123#4_47_47	(2833)
00_00_123#4_40_40	(-1)
00_00_123#4_15_15	(815)
00_00_123#5_17_17	(2745)
00_00_123#5_8_8	(1594)
00_00_123#5_3_3	(815)
00_00_123#6_14_14	(1842)
00_00_123#6_11_11	(1660)
00_00_123#7_30_30	(2037)
00_00_123#7_18_18	(2017)
00_00_123#9_19_19	(1221)
00_00_123#9_9_9	(3081)
00_00_123#10_25_25	(2028)
00_00_123#10_21_21	(480)
00_00_123#11_10_10	(3820)
00_00_123#12_21_21	(3773)
00_00_123#12_19_19	(2143)
00_00_123#12_13_13	(2833)
00_00_123#12_10_10	(1806)
00_00_123#12_5_5	(1703)
00_00_123#13_20_20	(2017)
00_00_123#13_18_18	(3885)
00_00_123#13_1_1	(2885)
00_00_123#14_7_7	(886)
00_00_123#15_16_16	(2498)
00_00_123#15_12_12	(2833)
00_00_123#15_10_10	(1365)
00_00_123#15_0_0	(526)
00_00_123#17_16_16	(3399)
00_00_123#17_14_14	(-1)
00_00_123#17_5_5	(2722)
00_00_123#17_1_1	(1840)
00_00_123#18_36_36	(1117)
00_00_123#18_25_25	(1604)
00_00_123#18_23_23	(3886)
00_00_123#18_19_19	(3397)
00_00_123#18_16_16	(2722)
00_00_123#18_12_12	(1674)
00_00_123#19_51_51	(3582)
00_00_123#19_27_27	(813)
00_00_123#19_16_16	(2207)
00_00_123#19_13_13	(2722)
00_00_123#20_41_41	(1674)
00_00_123#20_39_39	(2023)
00_00_123#20_36_36	(2974)
00_00_123#20_30_30	(1782)
00_00_123#20_23_23	(2722)
00_00_123#20_4_4	(1690)
00_00_123#20_1_1	(1840)
00_00_123#22_17_17	(2720)
00_00_123#22_16_16	(1674)
00_00_123#22_5_5	(3335)
00_00_124#1_15_15	(1674)
00_00_124#1_13_13	(2961)
00_00_124#1_11_11	(2722)
00_00_124#2_42_42	(1626)
00_00_124#2_20_20	(780)
00_00_124#2_16_16	(2722)
00_00_124#3_8_8	(781)
00_00_124#4_2_2	(481)
00_00_124#11_3_3	(1412)
00_00_124#12_3_3	(3666)
00_00_124#14_40_40	(3689)
00_00_124#14_4_4	(2667)
00_00_124#14_3_3	(4090)
00_00_124#14_0_0	(1840)
00_00_124#16_4_4	(2062)
00_00_124#17_10_10	(1056)
00_00_125#4_35_35	(1110)
00_00_125#4_26_26	(295)
00_00_125#4_14_14	(3416)
00_00_125#4_11_11	(2240)
00_00_125#4_9_9	(3616)
00_00_125#5_30_30	(1484)
00_00_125#5_26_26	(3841)
00_00_125#5_25_25	(4198)
00_00_125#5_22_22	(3090)
00_00_125#5_16_16	(3944)
00_00_125#5_15_15	(2281)
00_00_125#5_12_12	(vote)
00_00_125#5_4_4	(win)
00_00_125#5_3_3	(election)
00_00_125#6_22_22	(vote)
00_00_125#6_18_18	(protest)
00_00_125#6_16_16	(3867)
00_00_125#6_8_8	(4649)
00_00_125#6_3_3	(169)
00_00_125#7_41_41	(election)
00_00_125#7_36_36	(election)
00_00_125#7_6_6	(election)
00_00_125#7_3_3	(election)
00_00_125#8_9_9	(573)
00_00_125#8_7_7	(3735)
00_00_125#9_25_25	(win)
00_00_125#9_15_15	(4202)
00_00_125#10_25_25	(295)
00_00_125#11_31_31	(250)
00_00_125#11_20_20	(1785)
00_00_125#11_10_10	(election)
00_00_125#11_9_9	(1462)
00_00_126#1_29_29	(1402)
00_00_126#1_14_14	(3948)
00_00_126#1_2_2	(election)
00_00_126#2_10_10	(2881)
00_00_126#2_4_4	(3690)
00_00_126#3_13_13	(3059)
00_00_126#4_20_20	(win)
00_00_126#4_9_9	(295)
00_00_126#5_25_25	(4490)
00_00_126#5_19_19	(1110)
00_00_126#5_1_1	(1652)
00_00_126#6_14_14	(610)
00_00_126#6_11_11	(1045)
00_00_126#6_8_8	(2306)
00_00_126#6_2_2	(295)
00_00_126#7_25_25	(2813)
00_00_126#7_19_19	(1358)
00_00_126#7_3_3	(vote)
00_00_126#8_23_23	(-1)
00_00_126#8_21_21	(4203)
00_00_126#8_18_18	(4332)
00_00_126#8_8_8	(387)
00_00_126#8_6_6	(2864)
00_00_126#9_19_19	(610)
00_00_126#9_18_18	(vote)
00_00_126#10_26_26	(war)
00_00_126#10_6_6	(395)
00_00_126#10_4_4	(909)
00_00_126#10_1_1	(2800)
00_00_126#11_13_13	(election)
00_00_126#11_11_11	(2373)
00_00_126#11_4_4	(2584)
00_00_126#13_40_40	(vote)
00_00_126#13_39_39	(protest)
00_00_126#13_34_34	(2595)
00_00_126#13_23_23	(1826)
00_00_126#13_8_8	(vote)
00_00_126#14_16_16	(vote)
00_00_126#15_34_34	(1598)
00_00_126#15_26_26	(797)
00_00_126#15_17_17	(3486)
00_00_126#15_9_9	(4206)
00_00_126#16_5_5	(1598)
00_00_126#17_10_10	(866)
00_00_126#17_7_7	(958)
00_00_126#17_4_4	(3623)
00_00_126#18_12_12	(330)
00_00_126#18_4_4	(vote)
00_00_126#19_24_24	(1735)
00_00_126#19_17_17	(vote)
00_00_126#19_14_14	(607)
00_00_126#19_3_3	(1992)
00_00_126#19_1_1	(election)
00_00_126#20_22_22	(vote)
00_00_126#20_15_15	(1689)
00_00_126#20_13_13	(protest)
00_00_126#20_10_10	(1453)
00_00_126#21_9_9	(576)
00_00_126#21_2_2	(63)
00_00_126#22_27_27	(261)
00_00_126#22_13_13	(1762)
00_00_126#22_10_10	(2684)
00_00_126#22_6_6	(576)
00_00_126#23_23_23	(1151)
00_00_126#23_12_12	(2493)
00_00_126#24_7_7	(3117)
00_00_126#25_7_7	(3433)
00_00_127#1_37_37	(election)
00_00_127#1_20_20	(2466)
00_00_127#2_17_17	(3235)
00_00_127#2_4_4	(election)
00_00_127#3_21_21	(2852)
00_00_127#3_7_7	(576)
00_00_127#4_15_15	(vote)
00_00_127#4_7_7	(win)
00_00_127#4_1_1	(election)
00_00_127#5_35_35	(2850)
00_00_127#5_32_32	(3574)
00_00_127#5_23_23	(1815)
00_00_127#5_7_7	(4117)
00_00_127#6_15_15	(3634)
00_00_127#6_13_13	(3700)
00_00_127#6_9_9	(election)
00_00_127#7_21_21	(4113)
00_00_127#7_18_18	(2938)
00_00_127#7_11_11	(war)
00_00_127#7_5_5	(2474)
00_00_127#8_6_6	(2474)
00_00_127#9_24_24	(1109)
00_00_127#9_17_17	(295)
00_00_127#10_36_36	(776)
00_00_127#10_31_31	(78)
00_00_127#10_15_15	(1731)
00_00_127#10_8_8	(250)
00_00_127#10_1_1	(3016)
00_00_128#1_33_33	(962)
00_00_128#1_24_24	(2957)
00_00_128#1_15_15	(1080)
00_00_128#2_46_46	(vote)
00_00_128#2_45_45	(2699)
00_00_128#2_24_24	(2719)
00_00_128#2_14_14	(2719)
00_00_128#2_12_12	(election)
00_00_128#2_6_6	(4651)
00_00_128#2_3_3	(1118)
00_00_128#3_13_13	(2957)
00_00_128#4_2_2	(4628)
00_00_128#5_20_20	(2727)
00_00_128#5_13_13	(170)
00_00_128#5_11_11	(2001)
00_00_128#5_8_8	(-1)
00_00_128#6_6_6	(4208)
00_00_128#6_1_1	(-1)
00_00_128#7_6_6	(2434)
00_00_128#7_2_2	(1947)
00_00_128#8_12_12	(-1)
00_00_128#8_6_6	(3249)
00_00_128#8_3_3	(4632)
00_00_129#1_10_10	(election)
00_00_129#1_9_9	(2044)
00_00_129#2_4_4	(1146)
00_00_129#3_6_6	(2693)
00_00_129#3_2_2	(3809)
00_00_129#4_31_31	(4653)
00_00_129#4_16_16	(250)
00_00_129#4_6_6	(-1)
00_00_129#4_3_3	(2434)
00_00_129#5_8_8	(2110)
00_00_129#5_6_6	(3825)
00_00_129#5_3_3	(236)
00_00_129#6_20_20	(2111)
00_00_129#6_9_9	(1599)
00_00_129#7_51_51	(250)
00_00_129#7_41_41	(330)
00_00_129#7_35_35	(war)
00_00_129#7_25_25	(1952)
00_00_129#7_11_11	(482)
00_00_129#7_2_2	(1030)
00_00_129#8_21_21	(1815)
00_00_129#8_13_13	(1756)
00_00_129#8_11_11	(624)
00_00_129#8_9_9	(1048)
00_00_129#8_7_7	(-1)
00_00_129#9_19_19	(2719)
00_00_129#9_16_16	(2595)
00_00_129#10_39_39	(election)
00_00_129#10_36_36	(vote)
00_00_129#10_32_32	(295)
00_00_129#10_29_29	(171)
00_00_129#10_20_20	(3054)
00_00_129#10_0_0	(-1)
00_00_129#11_38_38	(1879)
00_00_129#11_24_24	(vote)
00_00_129#11_1_1	(election)
00_00_129#12_6_6	(3131)
00_00_129#13_11_11	(-1)
00_00_129#14_17_17	(33)
00_00_129#14_11_11	(-1)
00_00_129#15_17_17	(1597)
00_00_129#15_14_14	(-1)
00_00_129#16_19_19	(-1)
00_00_129#16_14_14	(2798)
00_00_129#17_12_12	(election)
00_00_129#17_9_9	(3854)
00_00_129#17_5_5	(172)
00_00_129#17_4_4	(3059)
00_00_129#18_17_17	(1250)
00_00_129#18_16_16	(1107)
00_00_13#1_28_28	(-1)
00_00_13#1_25_25	(1741)
00_00_13#1_17_17	(1355)
00_00_13#1_11_11	(2226)
00_00_13#1_1_1	(573)
00_00_13#2_29_29	(3921)
00_00_13#2_27_27	(3276)
00_00_13#2_20_20	(1597)
00_00_13#2_17_17	(2749)
00_00_13#2_10_10	(19)
00_00_13#2_4_4	(3189)
00_00_13#3_33_33	(war)
00_00_13#3_10_10	(3745)
00_00_13#4_24_24	(2622)
00_00_13#4_12_12	(1175)
00_00_13#4_3_3	(election)
00_00_13#5_13_13	(78)
00_00_13#5_7_7	(4459)
00_00_13#5_4_4	(4457)
00_00_13#6_22_22	(4054)
00_00_13#6_20_20	(573)
00_00_13#6_16_16	(3478)
00_00_13#6_15_15	(1225)
00_00_13#6_1_1	(533)
00_00_13#7_30_30	(576)
00_00_13#7_15_15	(129)
00_00_13#7_9_9	(4072)
00_00_13#7_6_6	(999)
00_00_13#7_4_4	(-1)
00_00_13#7_1_1	(1768)
00_00_13#8_37_37	(-1)
00_00_13#8_24_24	(573)
00_00_13#8_23_23	(3114)
00_00_13#8_17_17	(4073)
00_00_13#8_7_7	(1876)
00_00_13#8_5_5	(3815)
00_00_13#9_23_23	(-1)
00_00_13#9_19_19	(election)
00_00_13#9_7_7	(4461)
00_00_13#10_6_6	(war)
00_00_13#10_3_3	(1015)
00_00_130#1_13_13	(-1)
00_00_130#2_16_16	(3259)
00_00_130#2_6_6	(79)
00_00_130#2_5_5	(4655)
00_00_130#3_4_6	(4656)
00_00_130#4_19_19	(1030)
00_00_130#4_14_14	(war)
00_00_130#5_15_15	(568)
00_00_130#5_5_5	(war)
00_00_130#7_34_34	(election)
00_00_130#7_31_31	(protest)
00_00_130#7_13_13	(80)
00_00_130#7_10_10	(4606)
00_00_130#8_20_20	(vote)
00_00_130#8_16_16	(713)
00_00_130#8_9_9	(1952)
00_00_130#9_8_8	(2719)
00_00_130#9_7_7	(election)
00_00_130#10_16_16	(610)
00_00_130#10_0_0	(4562)
00_00_130#11_12_12	(3281)
00_00_130#11_10_10	(1704)
00_00_130#11_1_1	(1132)
00_00_130#12_5_5	(1914)
00_00_130#12_2_2	(2954)
00_00_130#13_22_22	(1915)
00_00_130#13_16_16	(483)
00_00_130#13_14_14	(vote)
00_00_130#13_12_12	(1705)
00_00_130#13_7_7	(-1)
00_00_130#13_1_1	(886)
00_00_130#14_9_9	(vote)
00_00_130#14_4_4	(3316)
00_00_130#15_27_27	(3467)
00_00_130#15_5_5	(election)
00_00_130#16_4_4	(1619)
00_00_130#17_4_4	(vote)
00_00_130#18_0_0	(524)
00_00_130#19_18_18	(election)
00_00_130#21_13_13	(election)
00_00_131#1_60_60	(3023)
00_00_131#1_51_51	(2426)
00_00_131#1_42_42	(3860)
00_00_131#1_13_13	(2803)
00_00_131#1_12_12	(2661)
00_00_131#2_17_17	(3740)
00_00_131#2_8_8	(422)
00_00_131#2_1_1	(4570)
00_00_131#3_35_35	(354)
00_00_131#3_31_31	(4109)
00_00_131#4_6_6	(3101)
00_00_131#5_12_12	(3423)
00_00_131#5_9_9	(1981)
00_00_131#5_7_7	(330)
00_00_131#5_3_3	(3341)
00_00_131#6_16_16	(3346)
00_00_131#6_4_4	(3341)
00_00_131#7_3_3	(1385)
00_00_131#8_12_12	(election)
00_00_131#8_9_9	(3558)
00_00_131#10_12_12	(4149)
00_00_131#10_8_8	(817)
00_00_131#11_1_1	(3305)
00_00_131#12_44_44	(3641)
00_00_131#12_35_35	(4150)
00_00_131#12_32_32	(2552)
00_00_131#12_26_26	(1385)
00_00_131#12_10_10	(3125)
00_00_131#12_8_8	(1047)
00_00_131#13_12_12	(1209)
00_00_131#14_12_12	(1337)
00_00_131#14_4_4	(3878)
00_00_131#15_6_6	(3878)
00_00_131#15_3_3	(2426)
00_00_131#15_1_1	(1506)
00_00_131#17_13_13	(-1)
00_00_131#17_8_8	(4212)
00_00_131#17_4_4	(-1)
00_00_131#18_35_35	(4145)
00_00_131#18_19_19	(355)
00_00_131#18_11_11	(3313)
00_00_132#2_15_15	(4468)
00_00_132#2_11_11	(4444)
00_00_132#3_10_10	(2729)
00_00_132#3_2_2	(-1)
00_00_132#4_3_3	(3732)
00_00_132#5_30_30	(884)
00_00_132#6_26_26	(1574)
00_00_132#6_21_21	(173)
00_00_132#6_14_14	(4657)
00_00_132#6_6_6	(2832)
00_00_132#8_38_38	(-1)
00_00_132#8_34_34	(2710)
00_00_132#8_8_9	(1827)
00_00_132#9_32_32	(3064)
00_00_132#9_22_22	(2241)
00_00_132#9_17_17	(3709)
00_00_132#9_6_6	(-1)
00_00_132#10_33_33	(-1)
00_00_132#10_31_31	(1322)
00_00_132#10_11_11	(959)
00_00_132#10_0_0	(2038)
00_00_132#11_14_14	(3269)
00_00_132#11_6_6	(3862)
00_00_132#12_37_37	(1808)
00_00_132#12_28_28	(3235)
00_00_132#12_27_27	(4572)
00_00_132#12_21_21	(3536)
00_00_132#12_17_17	(928)
00_00_132#12_6_6	(3730)
00_00_132#12_4_4	(3863)
00_00_132#13_9_9	(1725)
00_00_132#13_3_3	(3862)
00_00_132#13_1_1	(3864)
00_00_132#14_11_11	(2017)
00_00_132#14_4_4	(4620)
00_00_132#14_2_2	(1916)
00_00_132#15_10_10	(2808)
00_00_132#16_21_21	(839)
00_00_132#16_13_13	(2808)
00_00_132#16_5_5	(4154)
00_00_132#17_23_23	(4158)
00_00_132#17_16_16	(1356)
00_00_132#17_8_8	(4157)
00_00_132#18_2_2	(1674)
00_00_133#1_41_41	(war)
00_00_133#1_23_23	(3679)
00_00_133#1_18_18	(1485)
00_00_133#1_11_11	(1251)
00_00_133#1_10_10	(236)
00_00_133#1_5_5	(-1)
00_00_133#1_1_1	(war)
00_00_133#2_41_41	(war)
00_00_133#2_7_7	(570)
00_00_133#2_0_0	(524)
00_00_133#4_49_49	(576)
00_00_133#4_39_39	(1599)
00_00_133#4_27_27	(394)
00_00_133#4_10_10	(win)
00_00_133#7_18_18	(69)
00_00_133#7_14_14	(330)
00_00_133#7_9_9	(1145)
00_00_133#7_4_4	(3004)
00_00_133#8_26_26	(election)
00_00_133#8_14_14	(protest)
00_00_133#8_7_7	(822)
00_00_133#9_35_35	(vote)
00_00_133#9_27_27	(1431)
00_00_133#9_19_19	(2640)
00_00_133#9_18_18	(942)
00_00_133#9_0_0	(2158)
00_00_133#10_35_35	(2076)
00_00_133#10_21_21	(2653)
00_00_133#10_13_13	(war)
00_00_133#10_9_9	(2351)
00_00_133#10_8_8	(961)
00_00_133#11_26_26	(war)
00_00_133#11_22_22	(625)
00_00_133#11_12_12	(1479)
00_00_133#12_19_19	(-1)
00_00_133#12_11_11	(961)
00_00_133#12_6_6	(2352)
00_00_133#13_5_5	(1996)
00_00_133#15_30_30	(1151)
00_00_133#15_19_19	(1276)
00_00_133#15_18_18	(1608)
00_00_133#15_4_4	(261)
00_00_133#16_18_18	(261)
00_00_133#16_13_13	(4128)
00_00_133#16_6_6	(1151)
00_00_133#17_35_35	(1762)
00_00_133#17_33_33	(2972)
00_00_133#17_20_20	(-1)
00_00_133#17_16_16	(1996)
00_00_133#17_2_2	(1762)
00_00_133#18_38_38	(3651)
00_00_133#18_29_29	(34)
00_00_133#18_24_24	(261)
00_00_133#18_11_11	(1783)
00_00_133#19_20_20	(626)
00_00_133#19_6_6	(1996)
00_00_134#1_34_34	(1641)
00_00_134#1_28_28	(565)
00_00_134#1_23_23	(1487)
00_00_134#1_18_18	(election)
00_00_134#1_7_7	(236)
00_00_134#1_4_4	(3825)
00_00_134#2_31_31	(3829)
00_00_134#2_29_29	(766)
00_00_134#2_24_24	(2811)
00_00_134#2_21_21	(election)
00_00_134#2_7_7	(3827)
00_00_134#2_4_4	(protest)
00_00_134#3_24_24	(1366)
00_00_134#3_3_3	(4492)
00_00_134#4_32_32	(election)
00_00_134#4_1_1	(3016)
00_00_134#6_25_25	(1639)
00_00_134#6_21_21	(3627)
00_00_134#6_19_19	(2700)
00_00_134#6_13_13	(2221)
00_00_134#7_18_18	(1223)
00_00_134#7_8_8	(1244)
00_00_134#7_1_1	(1243)
00_00_134#8_22_22	(910)
00_00_134#9_7_7	(election)
00_00_134#10_13_13	(3105)
00_00_134#10_8_8	(war)
00_00_134#10_3_3	(1457)
00_00_134#11_4_4	(3629)
00_00_134#12_25_25	(1756)
00_00_134#12_8_8	(576)
00_00_134#13_17_17	(3186)
00_00_134#13_14_14	(election)
00_00_134#13_11_11	(1462)
00_00_134#14_22_22	(289)
00_00_134#14_15_15	(vote)
00_00_134#15_49_49	(3317)
00_00_134#15_16_16	(war)
00_00_134#15_9_9	(1682)
00_00_134#15_3_3	(1648)
00_00_135#1_26_26	(2693)
00_00_135#1_24_24	(2706)
00_00_135#1_13_13	(1453)
00_00_135#1_3_3	(80)
00_00_135#1_2_2	(2811)
00_00_135#2_15_15	(vote)
00_00_135#2_13_13	(610)
00_00_135#2_1_1	(2588)
00_00_135#3_15_15	(484)
00_00_135#3_10_10	(2501)
00_00_135#3_0_0	(526)
00_00_135#4_4_4	(1489)
00_00_135#6_9_9	(protest)
00_00_135#6_2_2	(3070)
00_00_135#7_6_6	(vote)
00_00_135#7_3_3	(80)
00_00_135#8_7_7	(4103)
00_00_135#8_3_3	(3338)
00_00_135#9_8_8	(vote)
00_00_135#9_5_5	(80)
00_00_135#10_10_10	(962)
00_00_135#10_1_1	(2373)
00_00_135#11_16_16	(962)
00_00_135#11_3_3	(3013)
00_00_135#12_20_20	(330)
00_00_135#12_10_10	(394)
00_00_135#13_15_15	(1209)
00_00_135#14_21_21	(protest)
00_00_135#14_4_4	(vote)
00_00_135#14_2_2	(1917)
00_00_135#15_18_18	(vote)
00_00_135#16_7_7	(1016)
00_00_135#16_4_4	(vote)
00_00_135#17_13_13	(2263)
00_00_135#18_6_6	(2516)
00_00_135#19_14_14	(1133)
00_00_135#19_6_6	(3320)
00_00_135#20_36_36	(3145)
00_00_135#20_23_23	(4494)
00_00_135#20_14_14	(112)
00_00_135#20_12_12	(2620)
00_00_135#20_9_9	(2171)
00_00_135#21_21_21	(4496)
00_00_135#21_15_15	(1292)
00_00_135#21_5_5	(772)
00_00_135#21_2_2	(1828)
00_00_135#22_37_37	(2668)
00_00_135#22_27_27	(3326)
00_00_135#22_23_23	(4498)
00_00_135#22_10_10	(vote)
00_00_136#1_4_4	(610)
00_00_136#2_17_17	(1110)
00_00_136#3_26_26	(538)
00_00_136#3_23_23	(3609)
00_00_136#3_19_19	(1151)
00_00_136#3_15_15	(261)
00_00_136#3_2_2	(vote)
00_00_136#4_16_16	(vote)
00_00_136#4_8_8	(3052)
00_00_136#5_30_30	(1735)
00_00_136#5_28_28	(1368)
00_00_136#5_19_19	(602)
00_00_136#5_5_5	(174)
00_00_136#5_3_3	(772)
00_00_136#6_22_22	(1198)
00_00_136#6_15_15	(1820)
00_00_136#6_10_10	(election)
00_00_136#7_43_43	(1947)
00_00_136#7_36_36	(3050)
00_00_136#7_29_29	(610)
00_00_136#7_22_22	(1849)
00_00_136#7_21_21	(2122)
00_00_136#7_13_13	(741)
00_00_136#7_11_11	(2911)
00_00_136#8_30_30	(election)
00_00_136#8_29_29	(1462)
00_00_136#8_5_5	(3007)
00_00_136#9_14_14	(772)
00_00_136#9_8_8	(772)
00_00_136#9_6_6	(1461)
00_00_136#10_32_32	(protest)
00_00_136#10_9_9	(3830)
00_00_136#10_7_7	(766)
00_00_136#10_1_1	(717)
00_00_136#11_38_38	(964)
00_00_136#11_33_33	(718)
00_00_136#11_11_11	(2248)
00_00_136#11_6_6	(1689)
00_00_136#12_23_23	(4502)
00_00_136#12_8_8	(4500)
00_00_136#12_3_3	(2856)
00_00_136#14_37_37	(protest)
00_00_136#14_9_9	(4504)
00_00_136#15_14_14	(3832)
00_00_136#15_7_7	(protest)
00_00_136#16_32_32	(610)
00_00_136#16_27_27	(2666)
00_00_136#16_20_20	(1952)
00_00_136#16_9_9	(1448)
00_00_136#17_48_48	(vote)
00_00_136#17_21_21	(vote)
00_00_137#1_29_29	(3592)
00_00_137#1_24_24	(2582)
00_00_137#1_21_21	(3200)
00_00_137#1_11_11	(election)
00_00_137#1_10_10	(2661)
00_00_137#1_3_3	(1366)
00_00_137#2_32_32	(3427)
00_00_137#2_16_16	(1204)
00_00_137#2_3_3	(1815)
00_00_137#3_13_13	(war)
00_00_137#3_10_10	(999)
00_00_137#3_7_7	(protest)
00_00_137#3_5_5	(80)
00_00_137#3_3_3	(2811)
00_00_137#4_17_17	(vote)
00_00_137#4_12_12	(1487)
00_00_137#4_7_7	(election)
00_00_137#4_4_4	(289)
00_00_137#5_7_7	(election)
00_00_137#5_5_5	(2717)
00_00_137#6_21_21	(35)
00_00_137#6_20_20	(2896)
00_00_137#6_17_17	(election)
00_00_137#7_41_41	(2983)
00_00_137#7_34_34	(3011)
00_00_137#7_26_26	(1952)
00_00_137#7_14_14	(576)
00_00_137#7_3_3	(election)
00_00_138#1_22_22	(2813)
00_00_138#1_17_17	(vote)
00_00_138#1_15_15	(2063)
00_00_138#1_9_9	(election)
00_00_138#2_12_12	(3105)
00_00_138#2_7_7	(war)
00_00_138#2_2_2	(1457)
00_00_138#3_22_22	(1110)
00_00_138#3_16_16	(1993)
00_00_138#3_14_14	(2584)
00_00_138#4_18_18	(250)
00_00_138#6_23_23	(866)
00_00_138#6_6_6	(1369)
00_00_138#7_27_27	(254)
00_00_138#7_25_25	(1608)
00_00_138#7_19_19	(2522)
